b_m,phi_deg,J_m,in_region_eta15
1445.455,-26.667,,0
1445.455,-24.889,,0
1445.455,-23.111,,0
1445.455,-21.333,,0
1445.455,-19.556,,0
1445.455,-17.778,,0
1445.455,-16.000,,0
1445.455,-14.222,,0
1445.455,-12.444,,0
1445.455,-10.667,,0
1445.455,-8.889,,0
1445.455,-7.111,,0
1445.455,-5.333,,0
1445.455,-3.556,,0
1445.455,-1.778,,0
1445.455,0.000,,0
1445.455,1.778,,0
1445.455,3.556,,0
1445.455,5.333,,0
1445.455,7.111,,0
1445.455,8.889,,0
1445.455,10.667,,0
1445.455,12.444,,0
1445.455,14.222,,0
1445.455,16.000,,0
1445.455,17.778,,0
1445.455,19.556,,0
1445.455,21.333,,0
1445.455,23.111,,0
1445.455,24.889,,0
1445.455,26.667,,0
1445.455,28.444,,0
1445.455,30.222,,0
1445.455,32.000,,0
1445.455,33.778,,0
1445.455,35.556,,0
1445.455,37.333,,0
1445.455,39.111,,0
1445.455,40.889,,0
1445.455,42.667,,0
1445.455,44.444,,0
1445.455,46.222,,0
1445.455,48.000,,0
1445.455,49.778,,0
1445.455,51.556,,0
1445.455,53.333,,0
1445.455,55.111,,0
1445.455,56.889,,0
1445.455,58.667,,0
1445.455,60.444,,0
1445.455,62.222,,0
1445.455,64.000,,0
1445.455,65.778,,0
1445.455,67.556,,0
1445.455,69.333,,0
1445.455,71.111,,0
1445.455,72.889,,0
1445.455,74.667,,0
1445.455,76.444,,0
1445.455,78.222,,0
1445.455,80.000,,0
1481.818,-80.000,,0
1481.818,-78.222,,0
1481.818,-76.444,,0
1481.818,-74.667,,0
1481.818,-72.889,,0
1481.818,-71.111,,0
1481.818,-69.333,,0
1481.818,-67.556,,0
1481.818,-65.778,,0
1481.818,-64.000,,0
1481.818,-62.222,,0
1481.818,-60.444,,0
1481.818,-58.667,,0
1481.818,-56.889,,0
1481.818,-55.111,,0
1481.818,-53.333,,0
1481.818,-51.556,,0
1481.818,-49.778,,0
1481.818,-48.000,,0
1481.818,-46.222,,0
1481.818,-44.444,,0
1481.818,-42.667,,0
1481.818,-40.889,,0
1481.818,-39.111,,0
1481.818,-37.333,,0
1481.818,-35.556,,0
1481.818,-33.778,,0
1481.818,-32.000,,0
1481.818,-30.222,,0
1481.818,-28.444,,0
1481.818,-26.667,,0
1481.818,-24.889,,0
1481.818,-23.111,,0
1481.818,-21.333,,0
1481.818,-19.556,,0
1481.818,-17.778,,0
1481.818,-16.000,,0
1481.818,-14.222,,0
1481.818,-12.444,,0
1481.818,-10.667,,0
1481.818,-8.889,,0
1481.818,-7.111,,0
1481.818,-5.333,,0
1481.818,-3.556,,0
1481.818,-1.778,,0
1481.818,0.000,,0
1481.818,1.778,,0
1481.818,3.556,,0
1481.818,5.333,,0
1481.818,7.111,,0
1481.818,8.889,,0
1481.818,10.667,,0
1481.818,12.444,,0
1481.818,14.222,,0
1481.818,16.000,,0
1481.818,17.778,,0
1481.818,19.556,,0
1481.818,21.333,,0
1481.818,23.111,,0
1481.818,24.889,,0
1481.818,26.667,,0
1481.818,28.444,,0
1481.818,30.222,,0
1481.818,32.000,,0
1481.818,33.778,,0
1481.818,35.556,,0
1481.818,37.333,,0
1481.818,39.111,,0
1481.818,40.889,,0
1481.818,42.667,,0
1481.818,44.444,,0
1481.818,46.222,,0
1481.818,48.000,,0
1481.818,49.778,,0
1481.818,51.556,,0
1481.818,53.333,,0
1481.818,55.111,,0
1481.818,56.889,,0
1481.818,58.667,,0
1481.818,60.444,,0
1481.818,62.222,,0
1481.818,64.000,,0
1481.818,65.778,,0
1481.818,67.556,,0
1481.818,69.333,,0
1481.818,71.111,,0
1481.818,72.889,,0
1481.818,74.667,,0
1481.818,76.444,,0
1481.818,78.222,,0
1481.818,80.000,,0
1518.182,-80.000,,0
1518.182,-78.222,,0
1518.182,-76.444,,0
1518.182,-74.667,,0
1518.182,-72.889,,0
1518.182,-71.111,,0
1518.182,-69.333,,0
1518.182,-67.556,,0
1518.182,-65.778,,0
1518.182,-64.000,,0
1518.182,-62.222,,0
1518.182,-60.444,,0
1518.182,-58.667,,0
1518.182,-56.889,,0
1518.182,-55.111,,0
1518.182,-53.333,,0
1518.182,-51.556,,0
1518.182,-49.778,,0
1518.182,-48.000,,0
1518.182,-46.222,,0
1518.182,-44.444,,0
1518.182,-42.667,,0
1518.182,-40.889,,0
1518.182,-39.111,,0
1518.182,-37.333,,0
1518.182,-35.556,,0
1518.182,-33.778,,0
1518.182,-32.000,,0
1518.182,-30.222,,0
1518.182,-28.444,,0
1518.182,-26.667,,0
1518.182,-24.889,,0
1518.182,-23.111,,0
1518.182,-21.333,,0
1518.182,-19.556,,0
1518.182,-17.778,,0
1518.182,-16.000,,0
1518.182,-14.222,,0
1518.182,-12.444,,0
1518.182,-10.667,,0
1518.182,-8.889,,0
1518.182,-7.111,,0
1518.182,-5.333,,0
1518.182,-3.556,,0
1518.182,-1.778,,0
1518.182,0.000,,0
1518.182,1.778,,0
1518.182,3.556,,0
1518.182,5.333,,0
1518.182,7.111,,0
1518.182,8.889,,0
1518.182,10.667,,0
1518.182,12.444,,0
1518.182,14.222,,0
1518.182,16.000,,0
1518.182,17.778,,0
1518.182,19.556,,0
1518.182,21.333,,0
1518.182,23.111,,0
1518.182,24.889,,0
1518.182,26.667,,0
1518.182,28.444,,0
1518.182,30.222,,0
1518.182,32.000,,0
1518.182,33.778,,0
1518.182,35.556,,0
1518.182,37.333,,0
1518.182,39.111,,0
1518.182,40.889,,0
1518.182,42.667,,0
1518.182,44.444,,0
1518.182,46.222,,0
1518.182,48.000,,0
1518.182,49.778,,0
1518.182,51.556,,0
1518.182,53.333,,0
1518.182,55.111,,0
1518.182,56.889,,0
1518.182,58.667,,0
1518.182,60.444,,0
1518.182,62.222,,0
1518.182,64.000,,0
1518.182,65.778,,0
1518.182,67.556,,0
1518.182,69.333,,0
1518.182,71.111,,0
1518.182,72.889,,0
1518.182,74.667,,0
1518.182,76.444,,0
1518.182,78.222,,0
1518.182,80.000,,0
1554.545,-80.000,,0
1554.545,-78.222,,0
1554.545,-76.444,,0
1554.545,-74.667,,0
1554.545,-72.889,,0
1554.545,-71.111,,0
1554.545,-69.333,,0
1554.545,-67.556,,0
1554.545,-65.778,,0
1554.545,-64.000,,0
1554.545,-62.222,,0
1554.545,-60.444,,0
1554.545,-58.667,,0
1554.545,-56.889,,0
1554.545,-55.111,,0
1554.545,-53.333,,0
1554.545,-51.556,,0
1554.545,-49.778,,0
1554.545,-48.000,,0
1554.545,-46.222,,0
1554.545,-44.444,,0
1554.545,-42.667,,0
1554.545,-40.889,,0
1554.545,-39.111,,0
1554.545,-37.333,,0
1554.545,-35.556,,0
1554.545,-33.778,,0
1554.545,-32.000,,0
1554.545,-30.222,,0
1554.545,-28.444,,0
1554.545,-26.667,,0
1554.545,-24.889,,0
1554.545,-23.111,,0
1554.545,-21.333,,0
1554.545,-19.556,,0
1554.545,-17.778,,0
1554.545,-16.000,,0
1554.545,-14.222,,0
1554.545,-12.444,,0
1554.545,-10.667,,0
1554.545,-8.889,,0
1554.545,-7.111,,0
1554.545,-5.333,,0
1554.545,-3.556,,0
1554.545,-1.778,,0
1554.545,0.000,,0
1554.545,1.778,,0
1554.545,3.556,,0
1554.545,5.333,,0
1554.545,7.111,,0
1554.545,8.889,,0
1554.545,10.667,,0
1554.545,12.444,,0
1554.545,14.222,,0
1554.545,16.000,,0
1554.545,17.778,,0
1554.545,19.556,,0
1554.545,21.333,,0
1554.545,23.111,,0
1554.545,24.889,,0
1554.545,26.667,,0
1554.545,28.444,,0
1554.545,30.222,,0
1554.545,32.000,,0
1554.545,33.778,,0
1554.545,35.556,,0
1554.545,37.333,,0
1554.545,39.111,,0
1554.545,40.889,,0
1554.545,42.667,,0
1554.545,44.444,,0
1554.545,46.222,,0
1554.545,48.000,,0
1554.545,49.778,,0
1554.545,51.556,,0
1554.545,53.333,,0
1554.545,55.111,,0
1554.545,56.889,,0
1554.545,58.667,,0
1554.545,60.444,,0
1554.545,62.222,,0
1554.545,64.000,,0
1554.545,65.778,,0
1554.545,67.556,,0
1554.545,69.333,,0
1554.545,71.111,,0
1554.545,72.889,,0
1554.545,74.667,,0
1554.545,76.444,,0
1554.545,78.222,,0
1554.545,80.000,,0
1590.909,-80.000,,0
1590.909,-78.222,,0
1590.909,-76.444,,0
1590.909,-74.667,,0
1590.909,-72.889,,0
1590.909,-71.111,,0
1590.909,-69.333,,0
1590.909,-67.556,,0
1590.909,-65.778,,0
1590.909,-64.000,,0
1590.909,-62.222,,0
1590.909,-60.444,,0
1590.909,-58.667,,0
1590.909,-56.889,,0
1590.909,-55.111,,0
1590.909,-53.333,,0
1590.909,-51.556,,0
1590.909,-49.778,,0
1590.909,-48.000,,0
1590.909,-46.222,,0
1590.909,-44.444,,0
1590.909,-42.667,,0
1590.909,-40.889,,0
1590.909,-39.111,,0
1590.909,-37.333,,0
1590.909,-35.556,,0
1590.909,-33.778,,0
1590.909,-32.000,,0
1590.909,-30.222,,0
1590.909,-28.444,,0
1590.909,-26.667,,0
1590.909,-24.889,,0
1590.909,-23.111,,0
1590.909,-21.333,,0
1590.909,-19.556,,0
1590.909,-17.778,,0
1590.909,-16.000,,0
1590.909,-14.222,,0
1590.909,-12.444,,0
1590.909,-10.667,,0
1590.909,-8.889,,0
1590.909,-7.111,,0
1590.909,-5.333,,0
1590.909,-3.556,,0
1590.909,-1.778,,0
1590.909,0.000,,0
1590.909,1.778,,0
1590.909,3.556,,0
1590.909,5.333,,0
1590.909,7.111,,0
1590.909,8.889,,0
1590.909,10.667,,0
1590.909,12.444,,0
1590.909,14.222,,0
1590.909,16.000,,0
1590.909,17.778,,0
1590.909,19.556,,0
1590.909,21.333,,0
1590.909,23.111,,0
1590.909,24.889,,0
1590.909,26.667,,0
1590.909,28.444,,0
1590.909,30.222,,0
1590.909,32.000,,0
1590.909,33.778,,0
1590.909,35.556,,0
1590.909,37.333,,0
1590.909,39.111,,0
1590.909,40.889,,0
1590.909,42.667,,0
1590.909,44.444,,0
1590.909,46.222,,0
1590.909,48.000,,0
1590.909,49.778,,0
1590.909,51.556,,0
1590.909,53.333,,0
1590.909,55.111,,0
1590.909,56.889,,0
1590.909,58.667,,0
1590.909,60.444,,0
1590.909,62.222,,0
1590.909,64.000,,0
1590.909,65.778,,0
1590.909,67.556,,0
1590.909,69.333,,0
1590.909,71.111,,0
1590.909,72.889,,0
1590.909,74.667,,0
1590.909,76.444,,0
1590.909,78.222,,0
1590.909,80.000,,0
1627.273,-80.000,,0
1627.273,-78.222,,0
1627.273,-76.444,,0
1627.273,-74.667,,0
1627.273,-72.889,,0
1627.273,-71.111,,0
1627.273,-69.333,,0
1627.273,-67.556,,0
1627.273,-65.778,,0
1627.273,-64.000,,0
1627.273,-62.222,,0
1627.273,-60.444,,0
1627.273,-58.667,,0
1627.273,-56.889,,0
1627.273,-55.111,,0
1627.273,-53.333,,0
1627.273,-51.556,,0
1627.273,-49.778,,0
1627.273,-48.000,,0
1627.273,-46.222,,0
1627.273,-44.444,,0
1627.273,-42.667,,0
1627.273,-40.889,,0
1627.273,-39.111,,0
1627.273,-37.333,,0
1627.273,-35.556,,0
1627.273,-33.778,,0
1627.273,-32.000,,0
1627.273,-30.222,,0
1627.273,-28.444,,0
1627.273,-26.667,,0
1627.273,-24.889,,0
1627.273,-23.111,,0
1627.273,-21.333,,0
1627.273,-19.556,,0
1627.273,-17.778,,0
1627.273,-16.000,,0
1627.273,-14.222,,0
1627.273,-12.444,,0
1627.273,-10.667,,0
1627.273,-8.889,,0
1627.273,-7.111,,0
1627.273,-5.333,,0
1627.273,-3.556,,0
1627.273,-1.778,,0
1627.273,0.000,,0
1627.273,1.778,,0
1627.273,3.556,,0
1627.273,5.333,,0
1627.273,7.111,,0
1627.273,8.889,,0
1627.273,10.667,,0
1627.273,12.444,,0
1627.273,14.222,,0
1627.273,16.000,,0
1627.273,17.778,,0
1627.273,19.556,,0
1627.273,21.333,,0
1627.273,23.111,,0
1627.273,24.889,,0
1627.273,26.667,,0
1627.273,28.444,,0
1627.273,30.222,,0
1627.273,32.000,,0
1627.273,33.778,,0
1627.273,35.556,,0
1627.273,37.333,,0
1627.273,39.111,,0
1627.273,40.889,,0
1627.273,42.667,,0
1627.273,44.444,,0
1627.273,46.222,,0
1627.273,48.000,,0
1627.273,49.778,,0
1627.273,51.556,,0
1627.273,53.333,,0
1627.273,55.111,,0
1627.273,56.889,,0
1627.273,58.667,,0
1627.273,60.444,,0
1627.273,62.222,,0
1627.273,64.000,,0
1627.273,65.778,,0
1627.273,67.556,,0
1627.273,69.333,,0
1627.273,71.111,,0
1627.273,72.889,,0
1627.273,74.667,,0
1627.273,76.444,,0
1627.273,78.222,,0
1627.273,80.000,,0
1663.636,-80.000,,0
1663.636,-78.222,,0
1663.636,-76.444,,0
1663.636,-74.667,,0
1663.636,-72.889,,0
1663.636,-71.111,,0
1663.636,-69.333,,0
1663.636,-67.556,,0
1663.636,-65.778,,0
1663.636,-64.000,,0
1663.636,-62.222,,0
1663.636,-60.444,,0
1663.636,-58.667,,0
1663.636,-56.889,,0
1663.636,-55.111,,0
1663.636,-53.333,,0
1663.636,-51.556,,0
1663.636,-49.778,,0
1663.636,-48.000,,0
1663.636,-46.222,,0
1663.636,-44.444,,0
1663.636,-42.667,,0
1663.636,-40.889,,0
1663.636,-39.111,,0
1663.636,-37.333,,0
1663.636,-35.556,,0
1663.636,-33.778,,0
1663.636,-32.000,,0
1663.636,-30.222,,0
1663.636,-28.444,,0
1663.636,-26.667,,0
1663.636,-24.889,,0
1663.636,-23.111,,0
1663.636,-21.333,,0
1663.636,-19.556,,0
1663.636,-17.778,,0
1663.636,-16.000,,0
1663.636,-14.222,,0
1663.636,-12.444,,0
1663.636,-10.667,,0
1663.636,-8.889,,0
1663.636,-7.111,,0
1663.636,-5.333,,0
1663.636,-3.556,,0
1663.636,-1.778,,0
1663.636,0.000,,0
1663.636,1.778,,0
1663.636,3.556,,0
1663.636,5.333,,0
1663.636,7.111,,0
1663.636,8.889,,0
1663.636,10.667,,0
1663.636,12.444,,0
1663.636,14.222,,0
1663.636,16.000,,0
1663.636,17.778,,0
1663.636,19.556,,0
1663.636,21.333,,0
1663.636,23.111,,0
1663.636,24.889,,0
1663.636,26.667,,0
1663.636,28.444,,0
1663.636,30.222,,0
1663.636,32.000,,0
1663.636,33.778,,0
1663.636,35.556,,0
1663.636,37.333,,0
1663.636,39.111,,0
1663.636,40.889,,0
1663.636,42.667,,0
1663.636,44.444,,0
1663.636,46.222,,0
1663.636,48.000,,0
1663.636,49.778,,0
1663.636,51.556,,0
1663.636,53.333,,0
1663.636,55.111,,0
1663.636,56.889,,0
1663.636,58.667,,0
1663.636,60.444,,0
1663.636,62.222,,0
1663.636,64.000,,0
1663.636,65.778,,0
1663.636,67.556,,0
1663.636,69.333,,0
1663.636,71.111,,0
1663.636,72.889,,0
1663.636,74.667,,0
1663.636,76.444,,0
1663.636,78.222,,0
1663.636,80.000,,0
1700.000,-80.000,,0
1700.000,-78.222,,0
1700.000,-76.444,,0
1700.000,-74.667,,0
1700.000,-72.889,,0
1700.000,-71.111,,0
1700.000,-69.333,,0
1700.000,-67.556,,0
1700.000,-65.778,,0
1700.000,-64.000,,0
1700.000,-62.222,,0
1700.000,-60.444,,0
1700.000,-58.667,,0
1700.000,-56.889,,0
1700.000,-55.111,,0
1700.000,-53.333,,0
1700.000,-51.556,,0
1700.000,-49.778,,0
1700.000,-48.000,,0
1700.000,-46.222,,0
1700.000,-44.444,,0
1700.000,-42.667,,0
1700.000,-40.889,,0
1700.000,-39.111,,0
1700.000,-37.333,,0
1700.000,-35.556,,0
1700.000,-33.778,,0
1700.000,-32.000,,0
1700.000,-30.222,,0
1700.000,-28.444,,0
1700.000,-26.667,,0
1700.000,-24.889,,0
1700.000,-23.111,,0
1700.000,-21.333,,0
1700.000,-19.556,,0
1700.000,-17.778,,0
1700.000,-16.000,,0
1700.000,-14.222,,0
1700.000,-12.444,,0
1700.000,-10.667,,0
1700.000,-8.889,,0
1700.000,-7.111,,0
1700.000,-5.333,,0
1700.000,-3.556,,0
1700.000,-1.778,,0
1700.000,0.000,,0
1700.000,1.778,,0
1700.000,3.556,,0
1700.000,5.333,,0
1700.000,7.111,,0
1700.000,8.889,,0
1700.000,10.667,,0
1700.000,12.444,,0
1700.000,14.222,,0
1700.000,16.000,,0
1700.000,17.778,,0
1700.000,19.556,,0
1700.000,21.333,,0
1700.000,23.111,,0
1700.000,24.889,,0
1700.000,26.667,,0
1700.000,28.444,,0
1700.000,30.222,,0
1700.000,32.000,,0
1700.000,33.778,,0
1700.000,35.556,,0
1700.000,37.333,,0
1700.000,39.111,,0
1700.000,40.889,,0
1700.000,42.667,,0
1700.000,44.444,,0
1700.000,46.222,,0
1700.000,48.000,,0
1700.000,49.778,,0
1700.000,51.556,,0
1700.000,53.333,,0
1700.000,55.111,,0
1700.000,56.889,,0
1700.000,58.667,,0
1700.000,60.444,,0
1700.000,62.222,,0
1700.000,64.000,,0
1700.000,65.778,,0
1700.000,67.556,,0
1700.000,69.333,,0
1700.000,71.111,,0
1700.000,72.889,,0
1700.000,74.667,,0
1700.000,76.444,,0
1700.000,78.222,,0
1700.000,80.000,,0
